id,course_id,lesson_id,order,name,video_url,description,premium,deleted_at
18,1,2,8,Visual Studio Codeの初期設定をしよう（2）,https://player.vimeo.com/video/391168857,"Visual Studio Codeの設定を行います。

今回設定する項目は以下の通りです。

・フォントサイズ
・行の折り返し
・ファイル末尾に新しい行を追加
・行末のスペースを削除
・プレビュー表示をオフに
・タブのサイズの設定。デフォルトは2、CSSとSCSSは2、PHPは4
・（Mac専用）code コマンドにパスを通す

※補足

キーボードのショートカットの設定は、下記公式ドキュメントを参考にしてください。
https://code.visualstudio.com/docs/getstarted/keybindings
",0,
19,1,2,9,Visual Studio Codeを使ってみよう,https://player.vimeo.com/video/391168857,"Git の初期設定をします。

今回した使用したコマンドです。

```
# ユーザー名を設定
$ git config --global user.name ""github user name""

# メールアドレスを設定
$ git config --global user.email github@example.com

# Git で使用するエディタに Visual Studio Code を指定
$ git config --global core.editor 'code --wait'

# マージする時にファストフォワードされないようにする
$ git config --global merge.ff false

# プルの挙動をリベース型にする
$ git config --global pull.rebase merges

# 設定を確認する
$ git config --list
```
",0,
20,1,2,10,ターミナルを使おう,https://player.vimeo.com/video/391168857,ローカルでの開発にはDockerを使用します。Dockerとは何かをまずは知りましょう。,0,
21,1,2,11,ターミナルをインストールしよう（Mac）,https://player.vimeo.com/video/391168857,Macの方向けに、Dockerをインストールします。,0,
22,1,2,12,ターミナルをインストールしよう（Windows）,https://player.vimeo.com/video/391168857,Windowsの方向けに、Dockerをインストールします。,0,
23,1,2,13,ターミナルで簡単な操作をしよう,https://player.vimeo.com/video/391168857,DockerでPHP用の開発環境を構築します。,0,
24,1,2,14,コードをバージョン管理「Git・GitHub」,https://player.vimeo.com/video/391168857,Dockerの基本的な使い方を学びます。,0,
25,1,2,15,Gitをインストールしよう（Mac）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
26,1,2,16,Gitをインストールしよう（Windows）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
27,1,2,17,Gitの初期設定をしよう,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
28,1,2,18,GitHubに登録しよう,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
29,1,2,19,仮想コンテナで開発するための「Docker」,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
30,1,2,20,Dockerをインストールしよう（Mac）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
31,1,2,21,Dockerをインストールしよう（Windows）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
32,1,2,22,コンテナを起動・終了させよう（Mac）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
33,1,2,23,コンテナを起動・終了させよう（Windows）,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
34,1,2,24,レッスンのまとめ,https://player.vimeo.com/video/391168857,レッスンでやったことを振り返ります。,0,
